TF_ID	Gene_ID	Family
Glyma.08G227500.7.p	Glyma.08G227500	FAR1
Glyma.08G227500.8.p	Glyma.08G227500	FAR1
Glyma.08G227500.9.p	Glyma.08G227500	FAR1
Glyma.08G228900.1.p	Glyma.08G228900	Dof
Glyma.08G228900.2.p	Glyma.08G228900	Dof
Glyma.08G228900.3.p	Glyma.08G228900	Dof
Glyma.08G235200.1.p	Glyma.08G235200	LBD
Glyma.08G237300.1.p	Glyma.08G237300	GRAS
Glyma.08G239500.1.p	Glyma.08G239500	bHLH
Glyma.08G240800.1.p	Glyma.08G240800	WRKY
Glyma.08G247300.1.p	Glyma.08G247300	TCP
Glyma.08G252800.1.p	Glyma.08G252800	bHLH
Glyma.08G254400.1.p	Glyma.08G254400	bZIP
Glyma.08G256400.1.p	Glyma.08G256400	TCP
Glyma.08G257500.1.p	Glyma.08G257500	Trihelix
Glyma.08G261900.1.p	Glyma.08G261900	LBD
Glyma.08G265600.1.p	Glyma.08G265600	bZIP
Glyma.08G265600.2.p	Glyma.08G265600	bZIP
Glyma.08G265600.3.p	Glyma.08G265600	bZIP
Glyma.08G265600.4.p	Glyma.08G265600	bZIP
Glyma.08G265600.5.p	Glyma.08G265600	bZIP
Glyma.08G271000.1.p	Glyma.08G271000	bHLH
Glyma.08G271000.2.p	Glyma.08G271000	bHLH
Glyma.08G271900.1.p	Glyma.08G271900	bHLH
Glyma.08G274200.1.p	Glyma.08G274200	bHLH
Glyma.08G276300.1.p	Glyma.08G276300	Dof
Glyma.08G280900.1.p	Glyma.08G280900	ZF-HD
Glyma.08G281000.1.p	Glyma.08G281000	ZF-HD
Glyma.08G281100.1.p	Glyma.08G281100	ZF-HD
Glyma.08G281200.1.p	Glyma.08G281200	ZF-HD
Glyma.08G285200.1.p	Glyma.08G285200	YABBY
Glyma.08G286500.1.p	Glyma.08G286500	bHLH
Glyma.08G294000.1.p	Glyma.08G294000	bHLH
Glyma.08G297200.1.p	Glyma.08G297200	Whirly
Glyma.08G297200.2.p	Glyma.08G297200	Whirly
Glyma.08G297200.3.p	Glyma.08G297200	Whirly
Glyma.08G297200.4.p	Glyma.08G297200	Whirly
Glyma.08G298700.1.p	Glyma.08G298700	bHLH
Glyma.08G299400.1.p	Glyma.08G299400	TCP
Glyma.08G299400.2.p	Glyma.08G299400	TCP
Glyma.08G301100.1.p	Glyma.08G301100	NAC
Glyma.08G302500.1.p	Glyma.08G302500	bZIP
Glyma.08G303900.1.p	Glyma.08G303900	bHLH
Glyma.08G303900.2.p	Glyma.08G303900	bHLH
Glyma.08G307100.1.p	Glyma.08G307100	NAC
Glyma.08G320200.1.p	Glyma.08G320200	WRKY
Glyma.08G325800.1.p	Glyma.08G325800	WRKY
Glyma.08G325800.2.p	Glyma.08G325800	WRKY
Glyma.08G325800.3.p	Glyma.08G325800	WRKY
Glyma.08G325800.4.p	Glyma.08G325800	WRKY
Glyma.08G325900.1.p	Glyma.08G325900	GRAS
Glyma.08G329300.1.p	Glyma.08G329300	NF-YB
Glyma.08G329300.2.p	Glyma.08G329300	NF-YB
Glyma.08G334200.1.p	Glyma.08G334200	LBD
Glyma.08G335900.1.p	Glyma.08G335900	NF-YA
Glyma.08G335900.2.p	Glyma.08G335900	NF-YA
Glyma.08G342800.1.p	Glyma.08G342800	FAR1
Glyma.08G344500.1.p	Glyma.08G344500	GATA
Glyma.08G346300.1.p	Glyma.08G346300	bHLH
Glyma.08G356900.1.p	Glyma.08G356900	bHLH
Glyma.08G358100.1.p	Glyma.08G358100	Dof
Glyma.08G360200.1.p	Glyma.08G360200	NAC
Glyma.08G360200.2.p	Glyma.08G360200	NAC
Glyma.08G365100.1.p	Glyma.08G365100	LBD
Glyma.09G001300.1.p	Glyma.09G001300	FAR1
Glyma.09G005700.1.p	Glyma.09G005700	WRKY
Glyma.09G011800.1.p	Glyma.09G011800	GRAS
Glyma.09G012900.1.p	Glyma.09G012900	FAR1
Glyma.09G012900.2.p	Glyma.09G012900	FAR1
Glyma.09G014100.1.p	Glyma.09G014100	NF-YB
Glyma.09G014300.1.p	Glyma.09G014300	Trihelix
Glyma.09G019300.1.p	Glyma.09G019300	FAR1
Glyma.09G019300.2.p	Glyma.09G019300	FAR1
Glyma.09G021600.1.p	Glyma.09G021600	LBD
Glyma.09G023800.1.p	Glyma.09G023800	NF-YA
Glyma.09G023800.2.p	Glyma.09G023800	NF-YA
Glyma.09G023800.3.p	Glyma.09G023800	NF-YA
Glyma.09G023800.4.p	Glyma.09G023800	NF-YA
Glyma.09G023800.5.p	Glyma.09G023800	NF-YA
Glyma.09G023800.6.p	Glyma.09G023800	NF-YA
Glyma.09G023800.7.p	Glyma.09G023800	NF-YA
Glyma.09G023800.8.p	Glyma.09G023800	NF-YA
Glyma.09G029800.1.p	Glyma.09G029800	WRKY
Glyma.09G029800.2.p	Glyma.09G029800	WRKY
Glyma.09G029800.3.p	Glyma.09G029800	WRKY
Glyma.09G029800.4.p	Glyma.09G029800	WRKY
Glyma.09G029800.5.p	Glyma.09G029800	WRKY
Glyma.09G029800.6.p	Glyma.09G029800	WRKY
Glyma.09G034300.1.p	Glyma.09G034300	WRKY
Glyma.09G036500.1.p	Glyma.09G036500	GRAS
Glyma.09G038300.1.p	Glyma.09G038300	CAMTA
Glyma.09G038300.2.p	Glyma.09G038300	CAMTA
Glyma.09G039300.1.p	Glyma.09G039300	FAR1
Glyma.09G046200.1.p	Glyma.09G046200	NF-YB
Glyma.09G060200.1.p	Glyma.09G060200	bHLH
Glyma.09G061900.1.p	Glyma.09G061900	WRKY
Glyma.09G062800.1.p	Glyma.09G062800	GATA
Glyma.09G064200.1.p	Glyma.09G064200	bHLH
Glyma.09G068400.1.p	Glyma.09G068400	NF-YA
Glyma.09G068400.2.p	Glyma.09G068400	NF-YA
Glyma.09G068400.3.p	Glyma.09G068400	NF-YA
Glyma.09G068400.4.p	Glyma.09G068400	NF-YA
Glyma.09G068400.5.p	Glyma.09G068400	NF-YA
Glyma.09G068400.6.p	Glyma.09G068400	NF-YA
Glyma.09G068400.7.p	Glyma.09G068400	NF-YA
Glyma.09G068400.8.p	Glyma.09G068400	NF-YA
Glyma.09G076800.1.p	Glyma.09G076800	GATA
Glyma.09G080000.1.p	Glyma.09G080000	WRKY
Glyma.09G082000.1.p	Glyma.09G082000	SBP
Glyma.09G082000.2.p	Glyma.09G082000	SBP
Glyma.09G098300.1.p	Glyma.09G098300	bHLH
Glyma.09G098300.2.p	Glyma.09G098300	bHLH
Glyma.09G113800.1.p	Glyma.09G113800	SBP
Glyma.09G116400.1.p	Glyma.09G116400	Trihelix
Glyma.09G121900.1.p	Glyma.09G121900	FAR1
Glyma.09G123300.1.p	Glyma.09G123300	GRAS
Glyma.09G127100.1.p	Glyma.09G127100	WRKY
Glyma.09G129100.1.p	Glyma.09G129100	WRKY
Glyma.09G133600.1.p	Glyma.09G133600	GRAS
Glyma.09G137000.1.p	Glyma.09G137000	Nin-like
Glyma.09G137000.2.p	Glyma.09G137000	Nin-like
Glyma.09G143200.1.p	Glyma.09G143200	HSF
Glyma.09G149700.1.p	Glyma.09G149700	Trihelix
Glyma.09G149900.1.p	Glyma.09G149900	bHLH
Glyma.09G149900.2.p	Glyma.09G149900	bHLH
Glyma.09G149900.3.p	Glyma.09G149900	bHLH
Glyma.09G150000.1.p	Glyma.09G150000	bHLH
Glyma.09G150000.2.p	Glyma.09G150000	bHLH
Glyma.09G158400.1.p	Glyma.09G158400	NF-YB
Glyma.09G167400.1.p	Glyma.09G167400	NAC
Glyma.09G170300.1.p	Glyma.09G170300	BBR-BPC
Glyma.09G170400.1.p	Glyma.09G170400	BBR-BPC
Glyma.09G170500.1.p	Glyma.09G170500	ZF-HD
Glyma.09G173000.1.p	Glyma.09G173000	NF-X1
Glyma.09G173000.2.p	Glyma.09G173000	NF-X1
Glyma.09G183500.1.p	Glyma.09G183500	bHLH
Glyma.09G184100.1.p	Glyma.09G184100	NAC
Glyma.09G184100.2.p	Glyma.09G184100	NAC
Glyma.09G184300.1.p	Glyma.09G184300	bZIP
Glyma.09G184300.2.p	Glyma.09G184300	bZIP
Glyma.09G184300.3.p	Glyma.09G184300	bZIP
Glyma.09G188900.1.p	Glyma.09G188900	Trihelix
Glyma.09G190600.1.p	Glyma.09G190600	HSF
Glyma.09G191600.1.p	Glyma.09G191600	CPP
Glyma.09G201000.1.p	Glyma.09G201000	Dof
Glyma.09G203000.1.p	Glyma.09G203000	bHLH
Glyma.09G203000.2.p	Glyma.09G203000	bHLH
Glyma.09G204500.1.p	Glyma.09G204500	bHLH
Glyma.09G206600.1.p	Glyma.09G206600	HSF
Glyma.09G206600.2.p	Glyma.09G206600	HSF
Glyma.09G208500.1.p	Glyma.09G208500	bZIP
Glyma.09G208500.2.p	Glyma.09G208500	bZIP
Glyma.09G217000.1.p	Glyma.09G217000	BES1
Glyma.09G223500.1.p	Glyma.09G223500	CPP
Glyma.09G223500.2.p	Glyma.09G223500	CPP
Glyma.09G224900.1.p	Glyma.09G224900	GRAS
Glyma.09G231700.1.p	Glyma.09G231700	NAC
Glyma.09G233600.1.p	Glyma.09G233600	NAC
Glyma.09G235700.1.p	Glyma.09G235700	NAC
Glyma.09G235700.2.p	Glyma.09G235700	NAC
Glyma.09G235700.3.p	Glyma.09G235700	NAC
Glyma.09G237000.1.p	Glyma.09G237000	Dof
Glyma.09G238400.1.p	Glyma.09G238400	ZF-HD
Glyma.09G238500.1.p	Glyma.09G238500	ZF-HD
Glyma.09G238600.1.p	Glyma.09G238600	ZF-HD
Glyma.09G238700.1.p	Glyma.09G238700	ZF-HD
Glyma.09G239100.1.p	Glyma.09G239100	bHLH
Glyma.09G240000.1.p	Glyma.09G240000	WRKY
Glyma.09G244000.1.p	Glyma.09G244000	WRKY
Glyma.09G244000.2.p	Glyma.09G244000	WRKY
Glyma.09G244000.3.p	Glyma.09G244000	WRKY
Glyma.09G244000.4.p	Glyma.09G244000	WRKY
Glyma.09G245300.1.p	Glyma.09G245300	Trihelix
Glyma.09G246800.1.p	Glyma.09G246800	bHLH
Glyma.09G250500.1.p	Glyma.09G250500	WRKY
Glyma.09G250500.2.p	Glyma.09G250500	WRKY
Glyma.09G254400.1.p	Glyma.09G254400	WRKY
Glyma.09G254800.1.p	Glyma.09G254800	WRKY
Glyma.09G260100.1.p	Glyma.09G260100	BES1
Glyma.09G268700.1.p	Glyma.09G268700	LBD
Glyma.09G270000.1.p	Glyma.09G270000	GRAS
Glyma.09G274000.1.p	Glyma.09G274000	WRKY
Glyma.09G278100.1.p	Glyma.09G278100	bHLH
Glyma.09G280200.1.p	Glyma.09G280200	WRKY
Glyma.09G280200.2.p	Glyma.09G280200	WRKY
Glyma.09G280200.3.p	Glyma.09G280200	WRKY
Glyma.09G280200.4.p	Glyma.09G280200	WRKY
Glyma.09G280200.5.p	Glyma.09G280200	WRKY
Glyma.09G280200.6.p	Glyma.09G280200	WRKY
Glyma.09G280200.7.p	Glyma.09G280200	WRKY
Glyma.09G284300.1.p	Glyma.09G284300	TCP
Glyma.09G284500.1.p	Glyma.09G284500	TCP
Glyma.10G001400.1.p	Glyma.10G001400	FAR1
Glyma.10G001400.2.p	Glyma.10G001400	FAR1
Glyma.10G003100.1.p	Glyma.10G003100	HSF
Glyma.10G007300.1.p	Glyma.10G007300	bHLH
Glyma.10G007300.2.p	Glyma.10G007300	bHLH
Glyma.10G009200.1.p	Glyma.10G009200	SBP
Glyma.10G011300.1.p	Glyma.10G011300	WRKY
Glyma.10G011300.2.p	Glyma.10G011300	WRKY
Glyma.10G011300.3.p	Glyma.10G011300	WRKY
Glyma.10G012500.1.p	Glyma.10G012500	GRAS
Glyma.10G013300.1.p	Glyma.10G013300	bZIP
Glyma.10G020100.1.p	Glyma.10G020100	NF-YB
Glyma.10G026000.1.p	Glyma.10G026000	bHLH
Glyma.10G029600.1.p	Glyma.10G029600	HSF
Glyma.10G029600.2.p	Glyma.10G029600	HSF
Glyma.10G029600.3.p	Glyma.10G029600	HSF
Glyma.10G029600.4.p	Glyma.10G029600	HSF
Glyma.10G029600.5.p	Glyma.10G029600	HSF
Glyma.10G031600.1.p	Glyma.10G031600	bHLH
Glyma.10G032900.1.p	Glyma.10G032900	WRKY
Glyma.10G032900.2.p	Glyma.10G032900	WRKY
Glyma.10G032900.3.p	Glyma.10G032900	WRKY
Glyma.10G032900.4.p	Glyma.10G032900	WRKY
Glyma.10G034300.1.p	Glyma.10G034300	bHLH
Glyma.10G035000.1.p	Glyma.10G035000	LBD
Glyma.10G035000.2.p	Glyma.10G035000	LBD
Glyma.10G035100.1.p	Glyma.10G035100	LBD
Glyma.10G037700.1.p	Glyma.10G037700	NAC
Glyma.10G038500.1.p	Glyma.10G038500	GRAS
Glyma.10G042800.1.p	Glyma.10G042800	bHLH
Glyma.10G042800.2.p	Glyma.10G042800	bHLH
Glyma.10G042800.3.p	Glyma.10G042800	bHLH
Glyma.10G042800.4.p	Glyma.10G042800	bHLH
Glyma.10G048900.1.p	Glyma.10G048900	NF-YB
Glyma.10G050700.1.p	Glyma.10G050700	S1Fa-like
Glyma.10G057400.1.p	Glyma.10G057400	TCP
Glyma.10G064900.1.p	Glyma.10G064900	Trihelix
Glyma.10G065100.1.p	Glyma.10G065100	Trihelix
Glyma.10G066100.1.p	Glyma.10G066100	HSF
Glyma.10G066800.1.p	Glyma.10G066800	Trihelix
Glyma.10G066800.2.p	Glyma.10G066800	Trihelix
Glyma.10G066800.3.p	Glyma.10G066800	Trihelix
Glyma.10G068900.10.p	Glyma.10G068900	VOZ
Glyma.10G068900.11.p	Glyma.10G068900	VOZ
Glyma.10G068900.12.p	Glyma.10G068900	VOZ
Glyma.10G068900.1.p	Glyma.10G068900	VOZ
Glyma.10G068900.2.p	Glyma.10G068900	VOZ
Glyma.10G068900.3.p	Glyma.10G068900	VOZ
Glyma.10G068900.4.p	Glyma.10G068900	VOZ
Glyma.10G068900.5.p	Glyma.10G068900	VOZ
Glyma.10G068900.6.p	Glyma.10G068900	VOZ
Glyma.10G068900.7.p	Glyma.10G068900	VOZ
Glyma.10G068900.8.p	Glyma.10G068900	VOZ
Glyma.10G068900.9.p	Glyma.10G068900	VOZ
Glyma.10G071700.1.p	Glyma.10G071700	bZIP
Glyma.10G071700.2.p	Glyma.10G071700	bZIP
Glyma.10G071700.3.p	Glyma.10G071700	bZIP
Glyma.10G077000.1.p	Glyma.10G077000	NAC
Glyma.10G077400.1.p	Glyma.10G077400	NAC
Glyma.10G078200.1.p	Glyma.10G078200	E2F/DP
Glyma.10G078200.2.p	Glyma.10G078200	E2F/DP
Glyma.10G082000.1.p	Glyma.10G082000	Dof
Glyma.10G082800.1.p	Glyma.10G082800	NF-YA
Glyma.10G082800.2.p	Glyma.10G082800	NF-YA
Glyma.10G082800.3.p	Glyma.10G082800	NF-YA
Glyma.10G082800.4.p	Glyma.10G082800	NF-YA
Glyma.10G082800.5.p	Glyma.10G082800	NF-YA
Glyma.10G087200.1.p	Glyma.10G087200	LBD
Glyma.10G092100.1.p	Glyma.10G092100	bZIP
Glyma.10G093100.1.p	Glyma.10G093100	bHLH
Glyma.10G093600.1.p	Glyma.10G093600	bHLH
Glyma.10G093600.2.p	Glyma.10G093600	bHLH
Glyma.10G111400.1.p	Glyma.10G111400	WRKY
Glyma.10G113800.1.p	Glyma.10G113800	WRKY
Glyma.10G121700.1.p	Glyma.10G121700	FAR1
Glyma.10G124900.1.p	Glyma.10G124900	FAR1
Glyma.10G126900.1.p	Glyma.10G126900	GATA
Glyma.10G126900.2.p	Glyma.10G126900	GATA
Glyma.10G126900.3.p	Glyma.10G126900	GATA
Glyma.10G138300.1.p	Glyma.10G138300	WRKY
Glyma.10G138300.2.p	Glyma.10G138300	WRKY
Glyma.10G138300.3.p	Glyma.10G138300	WRKY
Glyma.10G138300.4.p	Glyma.10G138300	WRKY
Glyma.10G138300.5.p	Glyma.10G138300	WRKY
Glyma.10G138800.1.p	Glyma.10G138800	bHLH
Glyma.10G138800.2.p	Glyma.10G138800	bHLH
Glyma.10G138800.3.p	Glyma.10G138800	bHLH
Glyma.10G142600.1.p	Glyma.10G142600	bHLH
Glyma.10G142600.2.p	Glyma.10G142600	bHLH
Glyma.10G142600.3.p	Glyma.10G142600	bHLH
Glyma.10G142600.4.p	Glyma.10G142600	bHLH
Glyma.10G153500.1.p	Glyma.10G153500	NF-YB
Glyma.10G155900.1.p	Glyma.10G155900	NF-YC
Glyma.10G155900.2.p	Glyma.10G155900	NF-YC
Glyma.10G156600.1.p	Glyma.10G156600	bHLH
Glyma.10G160000.1.p	Glyma.10G160000	GeBP
Glyma.10G160100.1.p	Glyma.10G160100	GeBP
Glyma.10G161200.1.p	Glyma.10G161200	Trihelix
Glyma.10G162100.1.p	Glyma.10G162100	bZIP
Glyma.10G162300.1.p	Glyma.10G162300	bHLH
Glyma.10G162300.2.p	Glyma.10G162300	bHLH
Glyma.10G171000.1.p	Glyma.10G171000	WRKY
Glyma.10G171100.1.p	Glyma.10G171100	WRKY
Glyma.10G171200.1.p	Glyma.10G171200	WRKY
Glyma.10G173500.1.p	Glyma.10G173500	bHLH
Glyma.10G173500.2.p	Glyma.10G173500	bHLH
Glyma.10G173700.1.p	Glyma.10G173700	Dof
Glyma.10G190200.1.p	Glyma.10G190200	GRAS
Glyma.10G192000.1.p	Glyma.10G192000	NF-YB
Glyma.10G192000.2.p	Glyma.10G192000	NF-YB
Glyma.10G192000.3.p	Glyma.10G192000	NF-YB
Glyma.10G192000.4.p	Glyma.10G192000	NF-YB
Glyma.10G192000.5.p	Glyma.10G192000	NF-YB
Glyma.10G197500.1.p	Glyma.10G197500	NAC
Glyma.10G197600.1.p	Glyma.10G197600	NAC
Glyma.10G197600.2.p	Glyma.10G197600	NAC
Glyma.10G197600.3.p	Glyma.10G197600	NAC
Glyma.10G201400.1.p	Glyma.10G201400	Trihelix
Glyma.10G202300.1.p	Glyma.10G202300	Trihelix
Glyma.10G204700.1.p	Glyma.10G204700	NAC
Glyma.10G205000.1.p	Glyma.10G205000	bHLH
Glyma.10G205000.2.p	Glyma.10G205000	bHLH
Glyma.10G205000.3.p	Glyma.10G205000	bHLH
Glyma.10G206300.1.p	Glyma.10G206300	bHLH
Glyma.10G210500.1.p	Glyma.10G210500	GATA
Glyma.10G210500.2.p	Glyma.10G210500	GATA
Glyma.10G210500.3.p	Glyma.10G210500	GATA
Glyma.10G213500.1.p	Glyma.10G213500	LBD
Glyma.10G215000.1.p	Glyma.10G215000	GRAS
Glyma.10G216400.1.p	Glyma.10G216400	NAC
Glyma.10G219600.1.p	Glyma.10G219600	NAC
Glyma.10G223800.1.p	Glyma.10G223800	bZIP
Glyma.10G223800.2.p	Glyma.10G223800	bZIP
Glyma.10G223800.3.p	Glyma.10G223800	bZIP
Glyma.10G223800.4.p	Glyma.10G223800	bZIP
Glyma.10G225100.1.p	Glyma.10G225100	Trihelix
Glyma.10G225200.1.p	Glyma.10G225200	Trihelix
Glyma.10G225300.1.p	Glyma.10G225300	Trihelix
Glyma.10G230200.1.p	Glyma.10G230200	WRKY
Glyma.10G232000.1.p	Glyma.10G232000	GRAS
Glyma.10G234100.1.p	Glyma.10G234100	Nin-like
Glyma.10G237800.1.p	Glyma.10G237800	HSF
Glyma.10G238500.1.p	Glyma.10G238500	FAR1
Glyma.10G240200.1.p	Glyma.10G240200	TCP
Glyma.10G241300.1.p	Glyma.10G241300	bHLH
Glyma.10G241400.1.p	Glyma.10G241400	bHLH
Glyma.10G241400.2.p	Glyma.10G241400	bHLH
Glyma.10G241400.3.p	Glyma.10G241400	bHLH
Glyma.10G241400.4.p	Glyma.10G241400	bHLH
Glyma.10G244000.1.p	Glyma.10G244000	HSF
Glyma.10G245500.1.p	Glyma.10G245500	CPP
Glyma.10G246200.1.p	Glyma.10G246200	TCP
Glyma.10G257400.1.p	Glyma.10G257400	bHLH
Glyma.10G257400.2.p	Glyma.10G257400	bHLH
Glyma.10G257500.1.p	Glyma.10G257500	bHLH
Glyma.10G258100.1.p	Glyma.10G258100	LBD
Glyma.10G259000.1.p	Glyma.10G259000	FAR1
Glyma.10G259000.2.p	Glyma.10G259000	FAR1
Glyma.10G261100.1.p	Glyma.10G261100	bHLH
Glyma.10G261100.2.p	Glyma.10G261100	bHLH
Glyma.10G261100.3.p	Glyma.10G261100	bHLH
Glyma.10G276100.1.p	Glyma.10G276100	bZIP
Glyma.10G276100.2.p	Glyma.10G276100	bZIP
Glyma.10G281800.1.p	Glyma.10G281800	bHLH
Glyma.10G285900.1.p	Glyma.10G285900	TCP
Glyma.10G296200.1.p	Glyma.10G296200	bZIP
Glyma.10G296200.2.p	Glyma.10G296200	bZIP
Glyma.10G298700.1.p	Glyma.10G298700	Trihelix
Glyma.10G298700.2.p	Glyma.10G298700	Trihelix
Glyma.11G006900.1.p	Glyma.11G006900	CPP
Glyma.11G009800.1.p	Glyma.11G009800	HSF
Glyma.11G010800.1.p	Glyma.11G010800	E2F/DP
Glyma.11G010800.2.p	Glyma.11G010800	E2F/DP
Glyma.11G010800.3.p	Glyma.11G010800	E2F/DP
Glyma.11G016100.1.p	Glyma.11G016100	GRAS
Glyma.11G021200.1.p	Glyma.11G021200	WRKY
Glyma.11G025700.1.p	Glyma.11G025700	HSF
Glyma.11G025700.2.p	Glyma.11G025700	HSF
Glyma.11G025700.3.p	Glyma.11G025700	HSF
Glyma.11G030600.1.p	Glyma.11G030600	NAC
Glyma.11G037900.1.p	Glyma.11G037900	GATA
Glyma.11G043600.1.p	Glyma.11G043600	bHLH
Glyma.11G043700.1.p	Glyma.11G043700	bHLH
Glyma.11G045900.1.p	Glyma.11G045900	bZIP
Glyma.11G047700.1.p	Glyma.11G047700	GRAS
Glyma.11G049300.1.p	Glyma.11G049300	LBD
Glyma.11G053100.1.p	Glyma.11G053100	WRKY
Glyma.11G053100.2.p	Glyma.11G053100	WRKY
Glyma.11G054600.1.p	Glyma.11G054600	bHLH
Glyma.11G054600.2.p	Glyma.11G054600	bHLH
Glyma.11G054600.3.p	Glyma.11G054600	bHLH
Glyma.11G055300.1.p	Glyma.11G055300	bHLH
Glyma.11G056200.1.p	Glyma.11G056200	HSF
Glyma.11G058400.1.p	Glyma.11G058400	LBD
Glyma.11G058400.2.p	Glyma.11G058400	LBD
Glyma.11G058400.3.p	Glyma.11G058400	LBD
Glyma.11G059300.1.p	Glyma.11G059300	Dof
Glyma.11G064300.1.p	Glyma.11G064300	BES1
Glyma.11G065000.1.p	Glyma.11G065000	bZIP
Glyma.11G065000.2.p	Glyma.11G065000	bZIP
Glyma.11G065000.3.p	Glyma.11G065000	bZIP
Glyma.11G065000.4.p	Glyma.11G065000	bZIP
Glyma.11G065000.5.p	Glyma.11G065000	bZIP
Glyma.11G065000.6.p	Glyma.11G065000	bZIP
Glyma.11G065200.1.p	Glyma.11G065200	GRAS
Glyma.11G068700.1.p	Glyma.11G068700	GATA
Glyma.11G068800.1.p	Glyma.11G068800	ZF-HD
Glyma.11G068800.2.p	Glyma.11G068800	ZF-HD
Glyma.11G072500.1.p	Glyma.11G072500	SRS
Glyma.11G075400.1.p	Glyma.11G075400	NAC
Glyma.11G075400.2.p	Glyma.11G075400	NAC
Glyma.11G075400.3.p	Glyma.11G075400	NAC
Glyma.11G083900.1.p	Glyma.11G083900	SBP
Glyma.11G085500.1.p	Glyma.11G085500	Nin-like
Glyma.11G088700.1.p	Glyma.11G088700	FAR1
Glyma.11G091900.1.p	Glyma.11G091900	E2F/DP
Glyma.11G091900.2.p	Glyma.11G091900	E2F/DP
Glyma.11G091900.3.p	Glyma.11G091900	E2F/DP
Glyma.11G091900.4.p	Glyma.11G091900	E2F/DP
Glyma.11G091900.5.p	Glyma.11G091900	E2F/DP
Glyma.11G091900.6.p	Glyma.11G091900	E2F/DP
Glyma.11G091900.7.p	Glyma.11G091900	E2F/DP
Glyma.11G092000.1.p	Glyma.11G092000	GRAS
Glyma.11G096000.1.p	Glyma.11G096000	GRAS
Glyma.11G096000.2.p	Glyma.11G096000	GRAS
Glyma.11G096500.1.p	Glyma.11G096500	GRAS
Glyma.11G096600.1.p	Glyma.11G096600	NAC
Glyma.11G108100.1.p	Glyma.11G108100	bZIP
Glyma.11G108100.2.p	Glyma.11G108100	bZIP
Glyma.11G110400.1.p	Glyma.11G110400	bZIP
Glyma.11G111700.1.p	Glyma.11G111700	GATA
Glyma.11G113200.1.p	Glyma.11G113200	SRS
Glyma.11G114800.1.p	Glyma.11G114800	bZIP
Glyma.11G117100.1.p	Glyma.11G117100	bHLH
Glyma.11G117100.2.p	Glyma.11G117100	bHLH
Glyma.11G117100.3.p	Glyma.11G117100	bHLH
Glyma.11G125500.1.p	Glyma.11G125500	Nin-like
Glyma.11G125500.2.p	Glyma.11G125500	Nin-like
Glyma.11G125500.3.p	Glyma.11G125500	Nin-like
Glyma.11G126600.1.p	Glyma.11G126600	bZIP
Glyma.11G126700.1.p	Glyma.11G126700	FAR1
Glyma.11G127400.1.p	Glyma.11G127400	FAR1
Glyma.11G127400.2.p	Glyma.11G127400	FAR1
Glyma.11G131200.1.p	Glyma.11G131200	bHLH
Glyma.11G138000.1.p	Glyma.11G138000	GRAS
Glyma.11G138100.1.p	Glyma.11G138100	GRAS
Glyma.11G138200.1.p	Glyma.11G138200	GRAS
Glyma.11G138300.1.p	Glyma.11G138300	GRAS
Glyma.11G138400.1.p	Glyma.11G138400	GRAS
Glyma.11G138400.2.p	Glyma.11G138400	GRAS
Glyma.11G138400.3.p	Glyma.11G138400	GRAS
Glyma.11G138500.1.p	Glyma.11G138500	GRAS
Glyma.11G138600.1.p	Glyma.11G138600	GRAS
Glyma.11G140200.1.p	Glyma.11G140200	Dof
Glyma.11G145400.1.p	Glyma.11G145400	GATA
Glyma.11G145400.2.p	Glyma.11G145400	GATA
Glyma.11G145400.3.p	Glyma.11G145400	GATA
Glyma.11G148000.1.p	Glyma.11G148000	NF-YC
Glyma.11G150200.1.p	Glyma.11G150200	GRAS
Glyma.11G155400.1.p	Glyma.11G155400	SRS
Glyma.11G155400.2.p	Glyma.11G155400	SRS
Glyma.11G156200.1.p	Glyma.11G156200	GATA
Glyma.11G156700.1.p	Glyma.11G156700	Trihelix
Glyma.11G156700.2.p	Glyma.11G156700	Trihelix
Glyma.11G163300.1.p	Glyma.11G163300	WRKY
Glyma.11G164800.1.p	Glyma.11G164800	LBD
Glyma.11G165800.1.p	Glyma.11G165800	FAR1
Glyma.11G167400.1.p	Glyma.11G167400	bZIP
Glyma.11G167400.2.p	Glyma.11G167400	bZIP
Glyma.11G167600.1.p	Glyma.11G167600	bZIP
Glyma.11G167600.2.p	Glyma.11G167600	bZIP
Glyma.11G167900.1.p	Glyma.11G167900	bZIP
Glyma.11G177100.1.p	Glyma.11G177100	GRAS
Glyma.11G180100.1.p	Glyma.11G180100	E2F/DP
Glyma.11G182000.1.p	Glyma.11G182000	NAC
Glyma.11G183100.1.p	Glyma.11G183100	NF-YB
Glyma.11G183700.1.p	Glyma.11G183700	bZIP
Glyma.11G183700.2.p	Glyma.11G183700	bZIP
Glyma.11G183700.3.p	Glyma.11G183700	bZIP
Glyma.11G186700.1.p	Glyma.11G186700	bZIP
Glyma.11G186700.2.p	Glyma.11G186700	bZIP
Glyma.11G192800.1.p	Glyma.11G192800	bHLH
Glyma.11G196000.1.p	Glyma.11G196000	TCP
Glyma.11G211900.1.p	Glyma.11G211900	VOZ
Glyma.11G211900.2.p	Glyma.11G211900	VOZ
Glyma.11G211900.3.p	Glyma.11G211900	VOZ
Glyma.11G212400.1.p	Glyma.11G212400	NAC
Glyma.11G212400.2.p	Glyma.11G212400	NAC
Glyma.11G216500.1.p	Glyma.11G216500	GRAS
